,Unnamed: 0,location,dates,license,description,tags,views,comments,text_final
4801,1269,"Derbyshire,  UK",2020-03-01 13:50:00,1.0,"['rain/wind/frost', 'my', 'daffs', 'still', 'standing', 'proud', '.']","['Standing', 'proud', 'weather', 'daffs', 'bloom', 'FLOWERS', 'MY-GARDEN']",2316.0,4.0,"['daffs', 'still', 'stand', 'proud']"
4810,1278,Brasilia,2020-03-04 11:47:41,1.0,"['brasília', ',', '04', 'de', 'março', 'de', '2020.', 'seminário', 'agro', 'em', 'questão', ':', 'as', 'ameaças', 'do', 'comércio', 'ilegal', 'no', 'agro', ',', 'na', 'sede', 'da', 'cna', '.', 'foto', ':', 'daniel', 'fagundes']",[],298.0,0.0,"['brasília', 'de', 'março', 'de', 'seminário', 'agro', 'em', 'questão', 'ameaças', 'comércio', 'ilegal', 'agro', 'na', 'sede', 'da', 'cna', 'foto', 'daniel', 'fagundes']"
4813,1281,"Ypsilanti, Michigan, USA",2020-03-03 13:33:12,1.0,"['busy', 'day', 'at', 'work', '-', 'just', 'a', 'few', 'minutes', 'to', 'see', 'my', 'squirrel', 'friends', '.', 'i', 'did', 'see', 'a', 'squirrel', 'over', 'at', 'law', 'quad', 'who', 'had', 'another', 'case', 'of', 'a', 'semi-swollen', 'eye', '.', 'i', 'have', 'that', 'little', 'one', 'a', 'medicated', 'nut', 'that', 'might', 'help', '.', 'i', 'also', 'got', 'one', 'of', 'my', 'manage', 'squirrels', 'a', 'dose', 'when', 'i', 'am', 'not', 'sure', 'he', 'had', 'one', 'before', '.', 'he', 'is', 'also', 'at', 'law', 'and', 'very', 'skittish', '.', 'taken', 'in', 'ann', 'arbor', 'at', 'the', 'university', 'of', 'michigan', 'on', 'a', 'mild', 'late', 'winter', ""'s"", 'day', '-', 'tuesday', 'march', '3rd', ',', '2020', '.']","['Go Blue Squirrels', 'Squirrels', 'Fox Squirrels', 'Eastern Fox Squirrels', 'Michigan Fox Squirrels', 'University of Michigan Fox Squirrels', 'Ann Arbor', 'Michigan', 'Animal', 'Campus', 'University of Michigan', 'UMSquirrels03032020', 'Winter', 'Eating', 'Peanuts', 'March_UMSquirrel', 'UMSquirrel', 'Squirrel Health', 'Squirrel Eye Health', 'Eye Health', 'Mange', 'Squirrel Mange', 'Squirrel Treatment']",38.0,0.0,"['busy', 'day', 'work', 'minute', 'see', 'squirrel', 'friend', 'see', 'squirrel', 'law', 'quad', 'another', 'case', 'eye', 'little', 'one', 'medicate', 'nut', 'might', 'help', 'also', 'get', 'one', 'manage', 'squirrels', 'dose', 'sure', 'one', 'also', 'law', 'skittish', 'take', 'ann', 'arbor', 'university', 'michigan', 'mild', 'late', 'winter', 'day', 'tuesday', 'march']"
4816,1284,"新竹縣, 台灣",2020-03-03 12:47:36,1.0,[],[],3.0,0.0,[]
4819,1287,Russia,2020-03-02 14:14:06,1.0,"['2', 'марта', '2020', 'года']",['Совет Федерации'],72.0,0.0,"['марта', 'года']"
4825,1293,"Petaluma, USA",2020-02-29 20:08:57,1.0,"['the', '2020', 'california', 'state', 'high', 'school', 'wrestling', 'championships', 'for', 'boys', 'and', 'girls', '.', 'bakersfield', ',', 'ca', ',', 'usa', '.', 'photos', 'by', 'john', 'sachs', 'and', 'chris', 'mora', 'for', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']",[],1492.0,0.0,"['california', 'state', 'high', 'school', 'wrestling', 'championship', 'boy', 'girl', 'bakersfield', 'ca', 'usa', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
4834,1302,"Petaluma, USA",2020-02-29 09:05:30,1.0,"['the', '2020', 'california', 'state', 'high', 'school', 'wrestling', 'championships', 'for', 'boys', 'and', 'girls', '.', 'bakersfield', ',', 'ca', ',', 'usa', '.', 'photos', 'by', 'john', 'sachs', 'and', 'chris', 'mora', 'for', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']","['Tech-Fall.com', 'Chris', 'Mora', 'California', 'CIF']",2752.0,0.0,"['california', 'state', 'high', 'school', 'wrestling', 'championship', 'boy', 'girl', 'bakersfield', 'ca', 'usa', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
4835,1303,"Petaluma, USA",2020-02-28 13:13:31,1.0,"['the', '2020', 'california', 'state', 'high', 'school', 'wrestling', 'championships', 'for', 'boys', 'and', 'girls', '.', 'bakersfield', ',', 'ca', ',', 'usa', '.', 'photos', 'by', 'john', 'sachs', 'and', 'chris', 'mora', 'for', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']",[],292.0,0.0,"['california', 'state', 'high', 'school', 'wrestling', 'championship', 'boy', 'girl', 'bakersfield', 'ca', 'usa', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
4840,1308,Perú ,2020-02-28 10:29:18,1.0,"['clausura', 'de', 'programa', 'de', 'captacion', 'y', 'formacion', 'de', 'talentos', 'de', 'atletismo', 'en', 'la', 'videna']",[],97.0,0.0,"['clausura', 'de', 'programa', 'de', 'captacion', 'formacion', 'de', 'talentos', 'de', 'atletismo', 'en', 'la', 'videna']"
4843,1311,United Kingdom,2020-02-28 18:41:41,1.0,"['floodlit', 'tree']","['Doubletree', 'Hilton', 'Leeds', 'Floodlit', 'tree', 'Snapseed', 'Motorola', 'hotel', 'night', 'low', 'light']",540.0,0.0,"['floodlit', 'tree']"
4844,1312,Germany,2020-02-22 14:09:40,1.0,"['altena', 'castle', '(', 'german', ':', 'burg', 'altena', ')', 'is', 'a', 'medieval', 'hill', 'castle', 'in', 'the', 'town', 'of', 'altena', 'in', 'north', 'rhine-westphalia', '.']","['castle', 'window', 'altena', 'germany', 'medieval', 'light', 'glass']",1751.0,0.0,"['altena', 'castle', 'german', 'burg', 'altena', 'medieval', 'hill', 'castle', 'town', 'altena', 'north']"
4845,1313,Boston,2020-02-28 10:37:24,1.0,"['via', 'instagram', '<', 'a', 'href=', ""''"", 'https', ':', '//ift.tt/3ak2okj', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'ift.tt/3ak2okj', '<', '/a', '>']","['IFTTT', 'Instagram']",42.0,0.0,"['via', 'instagram', 'http', 'noreferrer', 'nofollow']"
4846,1314,Spain,2020-02-28 15:24:14,1.0,"['please', ',', 'use', 'copyright', '©uclg-cglu', 'when', 'using', 'these', 'photos']",[],179.0,0.0,"['please', 'use', 'copyright', 'use', 'photo']"
4847,1315,Österreich,2020-02-28 10:57:33,1.0,"['zwei', 'wochen', 'lang', 'trainierten', 'besatzungen', 'mit', 'verschiedenen', 'hubschraubertypen', 'den', 'flug', 'und', 'das', 'anlanden', 'im', 'hochgebirge', '.']","['Bundesheer', 'Luftstreitkräfte']",3284.0,0.0,"['zwei', 'wochen', 'lang', 'trainierten', 'besatzungen', 'mit', 'verschiedenen', 'hubschraubertypen', 'den', 'flug', 'und', 'das', 'anlanden', 'im', 'hochgebirge']"
4848,1316,"Petaluma, USA",2020-02-27 16:02:29,1.0,"['the', '2020', 'california', 'state', 'high', 'school', 'wrestling', 'championships', 'for', 'boys', 'and', 'girls', '.', 'bakersfield', ',', 'ca', ',', 'usa', '.', 'photos', 'by', 'john', 'sachs', 'and', 'chris', 'mora', 'for', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']","['Wrestling', 'California', 'CIF', 'Chris', 'Mora', 'Tech-Fall']",1518.0,0.0,"['california', 'state', 'high', 'school', 'wrestling', 'championship', 'boy', 'girl', 'bakersfield', 'ca', 'usa', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
4849,1317,"Petaluma, USA",2020-02-27 11:24:54,1.0,"['the', '2020', 'california', 'state', 'high', 'school', 'wrestling', 'championships', 'for', 'boys', 'and', 'girls', '.', 'bakersfield', ',', 'ca', ',', 'usa', '.', 'photos', 'by', 'john', 'sachs', 'and', 'chris', 'mora', 'for', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']","['Wrestling', 'CIF', 'Tech-Fall.com']",2637.0,0.0,"['california', 'state', 'high', 'school', 'wrestling', 'championship', 'boy', 'girl', 'bakersfield', 'ca', 'usa', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
4856,1324,"Issaquah, WA, USA",2019-09-03 15:18:22,1.0,"['dublin', ',', 'ireland']","['door', 'Dublin', 'Ireland']",143.0,0.0,"['dublin', 'ireland']"
4862,1330,"Vienna, Austria",2020-02-26 11:30:59,1.0,"['kunst', 'haus', 'wien', ':', 'alec', 'soth', '.', 'photography', 'is', 'a', 'language', '(', '26.2', '.', '-', '10.8.2020', ',', 'eröffnung', ':', 'mi', '26.2', '.', '-', '19h', ')', '<', 'a', 'href=', ""''"", 'https', ':', '//esel.at/termin/104510', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'esel.at/termin/104510', '<', '/a', '>', '|', 'foto', ':', 'esel']","['AlecSoth', 'Kunst Haus Wien', 'KHW', 'Magnum', 'Photography', 'Museum Hundertwasser']",109.0,0.0,"['kunst', 'haus', 'wien', 'alec', 'soth', 'photography', 'language', 'eröffnung', 'mi', 'http', 'noreferrer', 'nofollow', 'foto', 'esel']"
4865,1333,Russia,2020-02-25 10:09:05,1.0,"['25', 'февраля', '2020', 'года']","['Council of Federation', 'Совет Федерации']",53.0,0.0,"['февраля', 'года']"
4866,1334,Russia,2020-02-25 10:04:13,1.0,"['25', 'февраля', '2020', 'года']","['Совет Федерации', 'Council of Federation', 'Владимир Лаптев']",44.0,0.0,"['февраля', 'года']"
4875,1343,"Cannock, Staffordshire",2020-02-23 09:22:16,1.0,['bty'],[],27.0,0.0,['bty']
4881,1349,"Rochester, NY",2020-03-12 08:46:14,1.0,"['2020', ',', 'athens', ',', 'neapoli', ',', 'greece', 'artist', ':', 'gpo']","['street', 'art', 'urban', 'intervention', 'streetart', 'urbanart', 'urban intervention', 'graffiti', 'athens', 'athina', 'attiki', 'greece', 'europe', 'neapoli', 'GPO']",192.0,0.0,"['athens', 'neapoli', 'greece', 'artist', 'gpo']"
4890,1358,"Ipswich, UK",2020-03-07 23:04:14,1.0,"['<', 'a', 'href=', ""''"", 'http', ':', '//www.letsmaketragedyhappen.com/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'tragedy', '<', '/a', '>', 'decimating', 'the', 'brickyard', 'in', 'carlisle', '.', 'one', 'of', 'the', 'hottest', 'shows', 'they', ""'ve"", 'ever', 'played', '.', '2020-03-07', '.']","['Tragedy', 'Letsmaketragedyhappen', 'The Brickyard Carlisle', 'Disco Mountain Man']",20.0,0.0,"['http', 'noreferrer', 'nofollow', 'tragedy', 'decimate', 'brickyard', 'carlisle', 'one', 'hot', 'show', 'ever', 'play']"
4891,1359,Russia,2020-03-12 14:31:30,1.0,"['12', 'марта', '2020', 'года']","['Совет Федерации', 'Елена Перминова']",69.0,0.0,"['марта', 'года']"
4910,1378,"Cincinnati, OHIO, USA",2020-03-29 19:58:23,1.0,"['evergreen', 'cones', '.', 'i', 'do', ""n't"", 'know', 'what', 'kind', 'of', 'tree', '.', 'trees', 'about', 'man', 'high', '.', 'working', 'with', 'new', 'to', 'me', 'd800']","['cincinnati view', 'pine cones', 'sunset', 'Sharonville ohio', 'Pine', 'cones']",75.0,0.0,"['evergreen', 'cone', 'know', 'kind', 'tree', 'tree', 'man', 'high', 'work', 'new']"
4914,1382,Sri lanka,2019-12-18 21:21:58,1.0,"['find', 'me', 'on', 'fiverr', '/', 'nipz20']","['Fiverr_nipz20', 'Nipz20']",170.0,0.0,"['find', 'fiverr']"
4920,1388,UK,2018-11-01 15:42:50,1.0,"['schoolgirls', 'taking', 'part', 'in', 'faith', 'in', 'water', ""'s"", 'dignity', 'for', 'girls', 'project', 'in', 'uganda', ',', 'aimed', 'at', 'helping', 'girls', 'stay', 'in', 'school', 'by', 'enabling', 'them', 'manage', 'their', 'periods', 'with', 'dignity', 'and', 'confidence']","['Dignity', 'for', 'Girls', 'D4G', 'Uganda', 'periods', 'menstruation', 'schools', 'Faith', 'Water']",183.0,0.0,"['schoolgirl', 'take', 'part', 'faith', 'water', 'dignity', 'girl', 'project', 'uganda', 'aim', 'help', 'girl', 'stay', 'school', 'enable', 'manage', 'period', 'dignity', 'confidence']"
4923,1391,Russia,2020-03-25 14:28:12,1.0,"['25', 'марта', '2020', 'года']","['Совет Федерации', 'Council of Federation', 'Андрей Климов']",104.0,0.0,"['марта', 'года']"
4927,1395,Russia,2020-03-24 11:06:26,1.0,"['24', 'марта', '2020', 'года']","['Совет Федерации', 'Council of Federation']",53.0,0.0,"['марта', 'года']"
4928,1396,"Brooklyn, NY, USA",2020-03-11 23:15:16,1.0,[],[],4.0,0.0,[]
4931,1399,"Near Chelmsford, England",2020-03-21 09:09:29,1.0,"['notepad', 'and', 'planner', '.', 'saturday', ',', '21st', 'march', '2020', ',', 'essex', '.']","['Essex', 'Morning', 'Spring', 'March', '2020', '21st', 'Saturday', 'Monthly Planner', 'Notepad', 'Carol']",130.0,0.0,"['notepad', 'planner', 'saturday', 'march', 'essex']"
4933,1401,"台北, 台灣",2020-03-17 08:58:14,1.0,"['olympus', 'digital', 'camera']",[],36.0,0.0,"['olympus', 'digital', 'camera']"
4934,1402,"Eastern Shore of Maryland, USA",2020-03-07 10:16:42,1.0,[],['BTO_2020'],5.0,0.0,[]
4940,1408,"Banqiao Dist., 中華民國台灣省",2020-02-28 10:47:02,1.0,"['司馬庫斯', ',', '上帝的部落', ',', '新竹縣', ',', '尖石鄉', ',', '櫻花']","['司馬庫斯', '上帝的部落', '新竹縣', '尖石鄉', '泰雅族部落', '黑色部落', '櫻花', '花', '開花', '盛開的花', '春天', '粉', '綠色', '紅色', '台灣風景', '新竹景點', '新竹旅遊', '新竹觀光', '台灣', '臺灣', '新鮮', '自然', '色彩', '季節', '視覺', '鮮明', '戶外', '風景', '自然風景', '景觀', '場景', '自然景觀', '旅程', '渡假', '假期', '風景優美', '天', '山', '旅行', '旅遊', '觀光', '特寫', '天空', '雲']",94.0,0.0,"['司馬庫斯', '上帝的部落', '新竹縣', '尖石鄉', '櫻花']"
4943,1411,"台北, 台灣",2020-03-31 09:09:03,1.0,"['olympus', 'digital', 'camera']",[],23.0,0.0,"['olympus', 'digital', 'camera']"
4944,1412,"Aurora, IL",2020-03-31 11:24:55,1.0,"['tropical', 'plants', 'truck', ',', 'aurora', ',', 'il']",[],27.0,0.0,"['tropical', 'plant', 'truck', 'aurora', 'il']"
4954,1422,"Ypsilanti, Michigan, USA",2020-03-08 14:57:50,1.0,"['photos', 'from', 'the', 'performance', 'of', 'the', 'ann', 'arbor', 'dance', 'classics', 'benefit', 'concert', 'at', 'the', 'saline', 'high', 'school', 'on', 'sunday', 'march', '8th', ',', '2020.', 'rocking', 'my', 'new', 'canon', '6d', 'mark', 'ii', 'full', 'frame', 'with', 'my', 'tamron', '70-200', 'lens', '.', 'getting', 'to', 'take', 'pictures', 'from', 'the', 'house', 'this', 'time', '.']","['Ann Arbor Dance Classics', 'Ann Arbor', 'Saline', 'Michigan', 'Dance', 'Dance Recital', 'AADCBenefit2020', 'Dance Studios', 'Saline High School', 'Dancers', 'Students', 'AADCBenefitShow2020', 'Performance', 'Dancing', 'AADCBenefit03082020']",261.0,0.0,"['photo', 'performance', 'ann', 'arbor', 'dance', 'classic', 'benefit', 'concert', 'saline', 'high', 'school', 'sunday', 'march', 'rock', 'new', 'canon', 'mark', 'ii', 'full', 'frame', 'tamron', 'lens', 'get', 'take', 'picture', 'house', 'time']"
4961,1429,"Ypsilanti, Michigan, USA",2020-03-08 13:09:45,1.0,"['photos', 'from', 'the', 'performance', 'of', 'the', 'ann', 'arbor', 'dance', 'classics', 'benefit', 'concert', 'at', 'the', 'saline', 'high', 'school', 'on', 'sunday', 'march', '8th', ',', '2020.', 'rocking', 'my', 'new', 'canon', '6d', 'mark', 'ii', 'full', 'frame', 'with', 'my', 'tamron', '70-200', 'lens', '.', 'getting', 'to', 'take', 'pictures', 'from', 'the', 'house', 'this', 'time', '.']","['Ann Arbor Dance Classics', 'Ann Arbor', 'Saline', 'Michigan', 'Dance', 'Dance Recital', 'AADCBenefit2020', 'Dance Studios', 'Saline High School', 'Dancers', 'Students', 'AADCBenefitShow2020', 'Performance', 'Dancing', 'AADCBenefit03082020']",180.0,0.0,"['photo', 'performance', 'ann', 'arbor', 'dance', 'classic', 'benefit', 'concert', 'saline', 'high', 'school', 'sunday', 'march', 'rock', 'new', 'canon', 'mark', 'ii', 'full', 'frame', 'tamron', 'lens', 'get', 'take', 'picture', 'house', 'time']"
4968,1436,Russia,2020-03-16 14:29:24,1.0,"['16', 'марта', '2020', 'года']","['Совет Федерации', 'Council of Federation']",55.0,0.0,"['марта', 'года']"
4969,1437,"Ypsilanti, Michigan, USA",2020-03-07 16:27:53,1.0,"['photos', 'from', 'the', 'rehearsal', 'performance', 'of', 'the', 'ann', 'arbor', 'dance', 'classics', 'benefit', 'show', 'at', 'the', 'saline', 'high', 'school', 'on', 'saturday', 'march', '7th', ',', '2020.', 'rocking', 'my', 'new', 'canon', '6d', 'mark', 'ii', 'full', 'frame', 'with', 'my', 'tamron', '70-200', 'lens', '.', 'getting', 'to', 'take', 'pictures', 'from', 'the', 'house', 'this', 'time', '.']","['Ann Arbor Dance Classics', 'Ann Arbor', 'Saline', 'Michigan', 'Dance', 'Dance Recital', 'AADCBenefit2020', 'Dance Studios', 'Saline High School', 'Dancers', 'Students', 'AADCBenefitShow2020', 'Performance', 'Dancing', 'Benefit Concert', 'AADCBenefit03072020']",264.0,0.0,"['photo', 'rehearsal', 'performance', 'ann', 'arbor', 'dance', 'classic', 'benefit', 'show', 'saline', 'high', 'school', 'saturday', 'march', 'rock', 'new', 'canon', 'mark', 'ii', 'full', 'frame', 'tamron', 'lens', 'get', 'take', 'picture', 'house', 'time']"
4971,1439,"Union City, California, USA",2020-05-25 16:39:44,1.0,"['album08', '-', 'singapore', '+', 'hong', 'kong', '92-93']",[],46.0,0.0,"['singapore', 'hong', 'kong']"
4974,1442,"Redvale, New Zealand",2018-04-07 09:40:00,1.0,"['taken', 'on', 'the', 'wonderful', 'native', 'round', 'island', 'tour', 'with', 'tom', 'and', 'noah']","['Efate', 'Vanuatu', 'insect', 'spider']",60.0,0.0,"['take', 'wonderful', 'native', 'round', 'island', 'tour', 'tom', 'noah']"
4976,1444,"Ypsilanti, Michigan, USA",2020-05-06 12:55:44,1.0,"['coronavirus', 'is', 'forcing', 'us', 'inside', 'at', 'home', '.', 'my', 'two', 'office', 'mates', '-', 'cosmo', 'the', 'cat', 'and', 'runyon', 'our', 'catahoula', 'mix', 'during', 'may', '2020', 'at', 'home', 'in', 'saline', 'and', 'ypsilanti', ',', 'michigan', '(', 'moving', 'is', 'fun', '....', 'or', 'not', ')', '.', 'they', 'both', 'adjusted', 'very', 'well', 'with', 'the', 'move', '-', 'so', 'that', 'is', 'good', '.', 'some', 'of', 'these', 'pictures', 'are', 'them', 'together', '-', 'but', 'mostly', 'just', 'them', 'being', 'them', '.', 'runyon', 'is', 'not', 'allowed', 'on', 'the', 'bed', '-', 'and', 'yet', '-', 'there', 'he', 'is', '.', 'both', 'are', 'enjoying', 'our', 'new', 'house', 'in', 'ypsi', '-', 'especially', 'the', 'squirrels', '.']","['Saline', 'Michigan', 'Dogs', 'Pets', 'RunyonMay2020', 'Puppy', 'Puppies', 'Dog', 'Dog Brand Dog', 'Mixed Breed', 'Brown', 'Young', 'Rescue Dogs', 'Catahoula', 'Catahoula Mix', 'Catahoula Leopard Mix', 'Toys', 'Dog Toys', 'Runyon2020', 'Cosmo', 'Cats', 'Cosmo and Runyon', 'Dogs and Cats']",83.0,0.0,"['coronavirus', 'force', 'u', 'inside', 'home', 'two', 'office', 'mate', 'cosmo', 'cat', 'runyon', 'catahoula', 'mix', 'may', 'home', 'saline', 'ypsilanti', 'michigan', 'move', 'fun', 'adjust', 'well', 'move', 'good', 'picture', 'together', 'mostly', 'runyon', 'allow', 'bed', 'yet', 'enjoy', 'new', 'house', 'ypsi', 'especially', 'squirrel']"
4978,1446,"Singapore (SIN), Singapore",2019-06-24 12:53:41,1.0,"['akar', 'serapat', ';', 'apocynaceae', '.', 'if', 'you', ""'re"", 'using', 'any', 'of', 'my', 'pics', ',', 'just', 'drop', 'me', 'a', 'message', 'here', 'on', 'flickr', 'or', 'my', 'email', '.', 'thanks', '!']","['Urceola', 'torulosa', 'Urceola torulosa', 'Akar Serapat', 'Apocynaceae', 'akar gerit-gerit']",38.0,0.0,"['akar', 'serapat', 'apocynaceae', 'use', 'pic', 'drop', 'message', 'flickr', 'email', 'thanks']"
4987,1455,"台北, 台灣",2020-05-10 10:41:00,1.0,"['olympus', 'digital', 'camera']",[],5.0,0.0,"['olympus', 'digital', 'camera']"
4988,1456,"Ypsilanti, Michigan, USA",2020-02-19 08:06:11,1.0,"['the', 'priority', 'roro', 'container', 'ship', 'island', 'express', '(', 'and', 'other', 'ships', 'in', 'port', ')', 'at', 'road', 'town', ',', 'tortola', ',', 'british', 'virgin', 'islands', '.', 'these', 'were', 'taken', 'on', 'a', 'beautiful', 'day', '(', 'that', 'had', 'a', 'few', 'showers', 'mixed', 'in', ')', 'on', 'wednesday', 'february', '19th', ',', '2020.', 'on', 'board', 'the', 'celebrity', 'equinox', 'for', 'seth', ""'s"", 'big', 'fat', 'broadway', 'cruise', 'from', 'february', '15th', 'to', 'the', '22nd', ',', '2020.', 'the', 'itinerary', 'includes', 'stops', 'in', 'san', 'juan', '(', 'puerto', 'rico', ')', ',', 'charlotte', 'amalie', ',', 'st.', 'thomas', '(', 'us', 'virgin', 'islands', ')', ',', 'tortola', '(', 'british', 'virgin', 'islands', ')', ',', 'nassau', '(', 'bahamas', ')', 'before', 'returning', 'to', 'port', 'everglades', '(', 'fort', 'lauderdale', ',', 'florida', ')', '.', 'the', 'best', 'part', 'is', 'that', 'we', 'are', 'on', 'seth', ""'s"", 'big', 'fat', 'broadway', 'cruise', 'again', '!']","['Celebrity Cruises', 'Celebrity Equinox', 'Celebrity Cruises Equinox', 'Celebrity Equinox February 15-22, 2020', 'Celebrity Equinox Eastern Caribbean February 15th 2020 Sailing', ""Seth's Big Fat Broadway Cruise"", ""Seth's Big Fat Broadway Cruise February 2020"", ""Seth's Big Fat Broadway Cruise Celebrity Equinox"", 'EquinoxFeb152020', 'Cruise', 'Cruise Ship', 'Caribbean Sea', 'Sea', 'SethBwayCruise', 'SethBwayCruiseFeb2020', 'EquinoxFeb152020Feb19thBVI', 'Road Town', 'Tortola', 'Road Town Tortola', 'BVI', 'British Virgin Islands', 'Arrival', 'Virgin Islands', 'EquinoxFeb152020Feb19thBVIShips', 'Ships', 'Cargo Ships', 'Island Express', 'Priority RoRo', 'Priority RoRo Island Express', 'Island Express Container Ship', 'Container Ship', 'Harbor', 'Ferries']",107.0,0.0,"['priority', 'roro', 'container', 'ship', 'island', 'express', 'ship', 'port', 'road', 'town', 'tortola', 'british', 'virgin', 'island', 'take', 'beautiful', 'day', 'shower', 'mix', 'wednesday', 'february', 'board', 'celebrity', 'equinox', 'seth', 'big', 'fat', 'broadway', 'cruise', 'february', 'itinerary', 'include', 'stop', 'san', 'juan', 'puerto', 'rico', 'charlotte', 'amalie', 'thomas', 'u', 'virgin', 'island', 'tortola', 'british', 'virgin', 'island', 'nassau', 'bahamas', 'return', 'port', 'everglades', 'fort', 'lauderdale', 'florida', 'best', 'part', 'seth', 'big', 'fat', 'broadway', 'cruise']"
4989,1457,"Groningen, Nederland",2020-05-14 14:23:25,1.0,"['smc', 'pentax', '200mm', '1:4']",['SMC Pentax 200mm 1:4'],693.0,6.0,"['smc', 'pentax']"
4990,1458,"Graz, Österreich",2020-05-13 17:11:11,1.0,[],"['tauchen', 'diving', 'dive', 'Martin', 'Wippel', 'Tauchbasis', 'Divers', 'Kalsdorf', 'Copacabana', 'TSZ', 'Pazifik', 'Tauchschule', 'Tauchturm', 'Seiersberg', 'Blue', 'Dolphin', 'MS', 'St.', 'Wolfgang', 'MS St. Wolfgang', 'Cessna', 'Blue Dolphin', 'Coca Cola Bear', 'Welse', 'Hechte', 'Zander', 'Süsswasserkrebse']",375.0,0.0,[]
4991,1459,"Birmingham, United Kingdom",2020-05-11 12:55:44,1.0,"['raf', 'c17', 'globemaster', 'over', 'the', 'skies', 'of', 'birmingham', '.', 'similar', 'to', 'the', 'a400m', 'except', 'it', ""'s"", 'a', 'different', 'military', 'jet', 'from', 'the', 'raf', '.', 'this', 'was', 'between', '12:55pm', 'and', '1pm', '.']","['plane', 'RAF C17', 'RAF C17 Globemaster', 'BHX', 'Birmingham Airport', 'birmingham', 'west midlands', 'england', 'united kingdom', 'great britain', 'lockdown', 'hall green']",152.0,0.0,"['raf', 'globemaster', 'sky', 'birmingham', 'similar', 'except', 'different', 'military', 'jet', 'raf']"
4998,1466,The Netherlands,2020-05-05 12:16:01,1.0,"['gps-route.org', '-', '<', 'a', 'href=', ""''"", 'https', ':', '//www.gps-route.org/wandelen/nederland/friesland/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'friesland', '<', '/a', '>', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.gps-route.org/wandelen/nederland/friesland/rondwandeling-17km-wommels-itens-easterein', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'wommels', '-', 'itens', '-', 'easterein', '<', '/a', '>', 'img_7982']",[],8.0,0.0,"['http', 'noreferrer', 'nofollow', 'friesland', 'http', 'noreferrer', 'nofollow', 'wommels', 'itens', 'easterein']"
5003,1471,"Singapore (SIN), Singapore",2019-03-29 18:40:22,1.0,"['white', 'teruntum', ';', 'combretaceae', '.', 'if', 'you', ""'re"", 'using', 'any', 'of', 'my', 'pics', ',', 'just', 'drop', 'me', 'a', 'message', 'here', 'on', 'flickr', 'or', 'my', 'email', '.', 'thanks', '!']","['Lumnitzera', 'Lumnitzera racemosa', 'Teruntum Putih', 'Combretaceae', 'White Teruntum']",49.0,0.0,"['white', 'teruntum', 'combretaceae', 'use', 'pic', 'drop', 'message', 'flickr', 'email', 'thanks']"
