OTL_ID,TITLE,LICENSE,SUBJECT1,SUBJECT2,PUBLISHER,YEAR
511,Microprocesadores Fundamentos y Aplicaciones,Attribution-ShareAlike,Computer Science,,LATIn Project,2018
512,Aprendiendo a Programar en Python con mi Computador: Primeros pasos rumbo a cómputos de gran escala en las Ciencias e Ingenierías,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,LATIn Project,2016
513,"Políticas públicas, Género y Derechos Humanos en América Latin",Attribution-ShareAlike,Social Sciences,Social Sciences - Political Science,LATIn Project,2014
514,Temas de Diseño en Interacción Humano-Computadora,Attribution-ShareAlike,Computer Science,,LATIn Project,2014
515,Inteligencia Artificial,Attribution-ShareAlike,Computer Science - Artificial Intelligence,Computer Science - Artificial Intelligence,LATIn Project,2014
516,Diseno e Implementación de Bases de Datos desde una Perspectiva Prática,Attribution-ShareAlike,Computer Science,,LATIn Project,2014
517,Aplicaciones y Teoría de Ingeniería de Microondas,Attribution-ShareAlike,Engineering - Electrical Engineering,Engineering - Electrical Engineering,LATIn Project,2014
518,Calculo diferencial e integral,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Applied,LATIn Project,2014
519,Aprendizaje Colaborativo Apoyado por Computador,Attribution-ShareAlike,Computer Science,,LATIn Project,2014
520,A Foundation Course in Reading German,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,University of Wisconsin - Madison,2017
521,Literature Reviews for Education and Nursing Graduate Students,Attribution,Medicine - Nursing,Medicine - Nursing,Rebus Community,2017
523,The Spec UI framework,Attribution-ShareAlike,Computer Science,,Square Bracket Associates,2017
524,Enterprise Pharo a Web Perspective,Attribution-ShareAlike,Computer Science,,Square Bracket Associates,2016
525,Ordinary Differential Equations,Attribution,Mathematics,Mathematics - Pure,Stephen Wiggins,2017
526,The Meaning of Love - Second Edition,Attribution,Social Sciences,,Alabama Open Publishing House at Troy University,2017
527,Recorridos,Attribution,Humanities - Languages,,COERLL,2017
528,Fundamentals of Infrastructure Management,Attribution-ShareAlike,Engineering - Civil Engineering,Business - Management,Donald Coffelt and Chris Hendrickson,2017
529,Intermediate Algebra - 2e,Attribution,Mathematics,Mathematics - Pure,OpenStax,2017
530,"Public Health Ethics: Global Cases, Practice, and Context",Attribution-NonCommercial,Medicine - Public Health,Medicine - Public Health,Springer,2016
531,The Simple Math of Writing Well: Writing for the 21st Century,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",George Fox University Library,2018
532,Electromagnetics Vol 1,Attribution-ShareAlike,Engineering - Electrical Engineering,Natural Sciences - Physics,Virginia Tech Libraries,2018
533,Linear Algebra with Applications,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Applied,Lyryx,2018
534,DC Circuits,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,Engineering - Electrical Engineering,University of Oklahoma Libraries,2016
535,AC Circuits,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,Engineering - Electrical Engineering,University of Oklahoma Libraries,2017
536,"Quantitative Research Methods for Political Science, Public Policy and Public Administration (With Applications in R) - 3rd Edition",Attribution,Social Sciences - Political Science,Social Sciences - Political Science,University of Oklahoma Libraries,2017
537,Antología Abierta De Literatura Hispana,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Rebus Community,2017
538,Key Elements of Green Chemistry,Attribution,Natural Sciences - Chemistry,Natural Sciences - Chemistry,North Carolina State University,2018
539,An Introduction to Cooperation and Mutualism,Attribution-NonCommercial,Business - Management,Social Sciences - Economics,University of Minnesota Libraries Publishing,2017
540,Lifespan Development: A Psychological Perspective - Second Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,"Martha Lally, Suzanne Valentine-French",2017
541,Naming the Unnameable: An Approach to Poetry for New Generations,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open SUNY,2018
542,Six Ways of Being Religious,Attribution-NonCommercial,Humanities,Humanities - Philosophy,Wadsworth Publishing Company,1996
543,Efficacious Technology Management: A Guide for School Leaders,Attribution-NonCommercial-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,Gary Ackerman,2018
544,International Relations Theory,Attribution-NonCommercial,Social Sciences - Geography,Social Sciences,E-International Relations,2017
545,Transition with Purpose: Pathways from English Language to Academic Study,Attribution-NonCommercial,Humanities,,Portland State University Library,2018
546,Boundless Economics,Attribution-ShareAlike,Social Sciences - Economics,,Lumen Learning,2013
547,BC Reads: Adult Literacy Fundamental English Course Pack 6,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",BCcampus,2015
548,BC Reads: Adult Literacy Fundamental English Course Pack 5,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",BCcampus,2015
549,Introductory Statistics with Randomization and Simulation - First Edition,Attribution-NonCommercial-ShareAlike,Mathematics,Mathematics - Applied,OpenIntro,2014
551,To Catch the Rain,Attribution-ShareAlike,Natural Sciences,,Humboldt State University Press,2017
552,Advanced High School Statistics - 2nd Edition,Attribution-ShareAlike,Mathematics,Mathematics - Applied,OpenIntro,2019
553,"Wellbeing, Freedom and Social Justice: The Capability Approach Re-Examined",Attribution,Social Sciences,Social Sciences - Political Science,Open Book Publishers,2017
554,"Mapping, Society, and Technology",Attribution-NonCommercial,Humanities,Social Sciences - Geography,University of Minnesota Libraries Publishing,2017
555,Words of Wisdom: Intro to Philosophy,Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,Jody Ondich,2018
556,Personality Theory in a Cultural Context,Attribution,Social Sciences - Psychology,Social Sciences - Psychology,OpenStax CNX,2015
557,Introduction to GNU Octave: A brief tutorial for linear algebra and calculus students,Attribution-ShareAlike,Mathematics,Mathematics - Pure,Jason Lachniet,2017
558,Intercultural Learning: Critical preparation for international student travel,Attribution-ShareAlike,Social Sciences,Student Success,UTS ePRESS,2018
559,Learning Statistics with R: A tutorial for psychology students and other beginners,Attribution-ShareAlike,Mathematics,Social Sciences - Psychology,Danielle Navarro,2018
560,High Performance Computing,Attribution,Computer Science,,OpenStax CNX,2010
562,Introduction to Environmental Science - 2nd Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,University System of Georgia,2018
563,Concepts of Fitness and Wellness,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,University System of Georgia,2018
565,Blueprint for Success in College and Career,Attribution,Student Success,,Rebus Community,2018
566,Analyzing meaning: An introduction to semantics and pragmatics,Attribution,Humanities - Languages,Humanities - Languages,Language Science Press,2018
567,Microbiology for Allied Health Students,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,University System of Georgia,2017
568,College ESL Writers: Applied Grammar and Composing Strategies for Success,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Languages,University System of Georgia,2018
569,Keys to Understanding the Middle East,Attribution-ShareAlike,Humanities,Humanities - History,The Ohio State University Pressbooks,2017
570,Mathematics for Elementary Teachers,Attribution-ShareAlike,Education,Education - Curriculum & Instruction,University of Hawaii Manoa,2017
572,Embedded Controllers Using C and Arduino - 2e,Attribution-NonCommercial-ShareAlike,Computer Science,,dissidents,2018
573,Semiconductor Devices: Theory and Application,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,Engineering - Electrical Engineering,dissidents,2018
574,Operational Amplifiers & Linear Integrated Circuits: Theory and Application - 3e,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,Engineering - Electrical Engineering,dissidents,2018
575,A Brief Introduction to Engineering Computation with MATLAB,Attribution,Engineering,,Serhat Beyenir,2011
576,Human Biology,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,OpenStax CNX,2015
577,EmpoWord: A Student-Centered Anthology & Handbook for College Writers,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Portland State University Library,2018
578,Cells: Molecules and Mechanisms,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Axolotl Academic Publishing Co,2009
581,A Byte of Python,Attribution-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Swaroop C H,2013
582,Music Fundamentals 1: Pitch and Major Scales and Keys,Attribution,Humanities - Arts,Humanities - Arts,OpenStax CNX,2013
583,Music Fundamentals 2: Rhythm and Meter,Attribution,Humanities - Arts,Humanities - Arts,OpenStax CNX,2013
587,Sound Reasoning,Attribution,Humanities - Arts,Humanities - Arts,OpenStax CNX,2011
588,"You, Writing! A Guide to College Composition",Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Alexandra Glynn,2018
589,Corporate Governance,Attribution,Business - Management,Business - Management,OpenStax CNX,2014
590,An Introduction to Ontology Engineering,Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,,Maria Keet,2018
591,Scientific Inquiry in Social Work,Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,Social Sciences - Sociology,Open Social Work Education,2018
592,Intermediate Biblical Greek Reader: Galatians and Related Texts,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Languages,George Fox University Library,2018
593,Implementing a One Address CPU in Logisim,Attribution,Computer Science,,A.T. Still University,2016
594,"Liberty, Equality and Due Process: Cases, Controversies, and Contexts in Constitutional Law",Attribution-NonCommercial-ShareAlike,Law - Constitutional Law,Law - Constitutional Law,CALI's eLangdell® Press,2018
595,Law School Materials for Success,Attribution-NonCommercial-ShareAlike,Law,Student Success,CALI's eLangdell® Press,2013
596,American Contract Law for a Global Age,Attribution-NonCommercial-ShareAlike,Law - Contract Law,Law - Contract Law,CALI's eLangdell® Press,2017
597,Sexual Orientation and Gender Identity Employment Discrimination,Attribution-NonCommercial-ShareAlike,Law,Social Sciences - Gender & Sexuality Studies,CALI's eLangdell® Press,2017
598,An Introduction to Philosophy,Attribution-NonCommercial,Humanities - Philosophy,Humanities - Philosophy,BCcampus,2015
599,Essentials of Linguistics,Attribution-ShareAlike,Humanities - Languages,Humanities - Languages,BCcampus,2018
600,Au Boulot! First-Year French,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,KU ScholarWorks,1995
601,Chapeau! First-Year French,Attribution-NonCommercial,Humanities - Languages,Humanities - Languages,KU ScholarWorks,1989
607,Direct Energy,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,A.T. Still University,2018
608,Beyond Race: Cultural Influences on Human Social Life,Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,Social Sciences - Cultural & Ethnic Studies,Vera Kennedy,2018
609,Sons & Lettres: A pronunciation method for intermediate-level French,Attribution-NonCommercial,Humanities - Languages,,Portland State University Library,2018
610,College Algebra & Trigonometry,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,Mathematics - Algebra,Richard W. Beveridge,2018
611,Trigonometry,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,Mathematics - Geometry and Trigonometry,Richard W. Beveridge,2014
612,Building Maintenance & Construction: Tools and Maintenance Tasks,Attribution,Engineering - Civil Engineering,Engineering - Civil Engineering,University of Hawaii Manoa,2018
614,Chemical Process Dynamics and Controls,Attribution,Engineering,Natural Sciences - Chemistry,openmichigan,2009
615,Message Processing: The Science of Creating Understanding,Attribution,"Journalism, Media Studies & Communications",,University of Hawaii Manoa,2018
616,Introduction to Business,Attribution,Business - Management,,OpenStax,2018
617,Business Ethics,Attribution,Business - Management,Business - Management,OpenStax,2018
618,Object-Oriented Reengineering Patterns,Attribution-ShareAlike,Computer Science,,Stéphane Ducasse,2008
619,How to Think Like a Computer Scientist: C++ Version,Attribution-NonCommercial,Computer Science - Programming Languages,Computer Science - Programming Languages,Green Tea Press,2012
620,How to Think Like a Computer Scientist: C Version,Attribution-NonCommercial,Computer Science - Programming Languages,Computer Science - Programming Languages,Green Tea Press,1999
621,Think Data Structures: Algorithms and Information Retrieval in Java,Attribution-NonCommercial-ShareAlike,Computer Science,,Green Tea Press,2016
622,Human Nutrition - 2020 Edition,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,University of Hawaii Manoa,2018
625,British Literature II: Romantic Era to the Twentieth Century and Beyond,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University of North Georgia Press,2018
626,General Psychology: An Introduction,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,University System of Georgia,2015
627,Veterinary Histology,Attribution-NonCommercial,Natural Sciences - Biology,Medicine - Veterinary Medicine,Ohio State University Libraries,2017
628,A grammar of Rapa Nui,Attribution,Humanities - Languages,,Language Science Press,2017
629,A grammar of Mauwake,Attribution,Humanities - Languages,,Language Science Press,2015
630,"Media, Society, Culture and You",Attribution,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Rebus Community,2018
631,Beginning Japanese for Professionals: Book 3,Attribution-NonCommercial,Humanities - Languages,,Portland State University Library,2018
632,Technical Project Management in Living and Geometric Order - Third Edition,Attribution,Business - Management,Student Success,University of Wisconsin - Madison,2018
633,A grammar of Palula,Attribution,Humanities - Languages,,Language Science Press,2016
634,A grammar of Papuan Malay,Attribution,Humanities - Languages,,Language Science Press,2017
635,A grammar of Yakkha,Attribution,Humanities - Languages,,Language Science Press,2015
636,A grammar of Yauyos Quechua,Attribution,Humanities - Languages,,Language Science Press,2017
637,The Unicode cookbook for linguists: Managing writing systems using orthography profiles,Attribution,Computer Science,Humanities - Linguistics,Language Science Press,2018
638,"Writing and Literature: Composition as Inquiry, Learning, Thinking, and Communication",Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University of North Georgia Press,2017
639,British Literature I Anthology: From the Middle Ages to Neoclassicism and the Eighteenth Century,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University of North Georgia Press,2018
640,Principles of Financial Accounting,Attribution-ShareAlike,Business,Business - Finance,University of North Georgia Press,2017
641,The Story of Contract Law: Implementing the Bargain,Attribution-NonCommercial-ShareAlike,Law - Contract Law,Law - Contract Law,CALI's eLangdell® Press,2017
642,Business Math: A Step-by-Step Handbook,Attribution-NonCommercial-ShareAlike,Mathematics - Applied,,Lyryx,2017
643,Mechanics and Relativity,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,,TU Delft Open,2018
644,Delftse Foundations of Computation - 2nd Edition,Attribution-NonCommercial-ShareAlike,Computer Science,,TU Delft Open,2018
645,Manufacturing Processes 4-5,Attribution,Engineering - Mechanical Engineering,,Open Oregon Educational Resources,2019
646,Body Physics: Motion to Metabolism,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Biology,Open Oregon Educational Resources,2018
647,Introduction to Aerospace Structures and Materials,Attribution-NonCommercial-ShareAlike,Engineering,Natural Sciences - Space Sciences,TU Delft Open,2018
648,American Environmental History,Attribution-ShareAlike,Natural Sciences - Earth Sciences,Humanities - History,Minnesota Libraries Publishing Project,2019
649,Open Resources for Community College Algebra,Attribution,Mathematics - Pure,Mathematics - Algebra,Portland Community College,2018
650,An Introduction to Technical Theatre,Attribution-NonCommercial,Humanities - Arts,,Pacific University Press,2018
651,The Data Journalism Handbook,Attribution-ShareAlike,"Journalism, Media Studies & Communications",,European Journalism Centre,2012
652,OER: A Field Guide for Academic Librarians,Attribution,"Journalism, Media Studies & Communications",,Pacific University Press,2018
653,Evaluación del Aprendizaje en Inglés,Attribution-ShareAlike,Education,Humanities - Languages,Pontificia Universidad Católica de Valparaíso,2017
654,Desafíos De La Formación Ciudadana En La Era Digital: Estadodelarte,Attribution,Education,,Pontificia Universidad Católica de Valparaíso,2015
655,Guía Para Realizar Textos Abiertos Con Estudiantes,Attribution-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,Pontificia Universidad Católica de Valparaíso,2017
656,The Art of Being Human: A Textbook for Cultural Anthropology,Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,Social Sciences - Anthropology,New Prairie Press,2018
657,Kansas State University Human Nutrition Flexbook,Attribution,Natural Sciences - Biology,Medicine - Nutrition,,2018
658,Fundamentals of Business - Canadian Edition,Attribution-NonCommercial-ShareAlike,Business - Management,Business - Management,BCcampus,2018
659,eMarketing - The Essential Guide to Online Marketing,Attribution-NonCommercial-ShareAlike,Business - Marketing,Business - Marketing,BCcampus,2012
660,Research Methods in Psychology - New Zealand Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,Saylor Foundation,2018
661,Inferring and Explaining,Attribution,Humanities - Philosophy,,Portland State University Library,2019
662,Health Education,Attribution,Natural Sciences - Biology,,College of the Canyons,2018
663,A grammar of Pite Saami,Attribution,Humanities - Languages,,Language Science Press,2014
664,A grammar of Moloko,Attribution,Humanities - Languages,,Language Science Press,2017
665,A grammar of Komnzo,Attribution,Humanities - Languages,,Language Science Press,2018
666,Advanced Water Mathematics,Attribution,Natural Sciences - Earth Sciences,,College of the Canyons,2019
667,Introduction to Design Equity,Attribution,Social Sciences - Sociology,,University of Minnesota Libraries Publishing,2018
668,Introduction to Financial Accounting: U.S. GAAP Adaptation,Attribution-NonCommercial-ShareAlike,Business - Accounting,Business,Lyryx,2019
669,Law 101: Fundamentals of the Law,Attribution,Law,Law - Civil Law,Open SUNY,2018
670,"Lies, Damned Lies, or Statistics: How to Tell the Truth with Statistics",Attribution-ShareAlike,Mathematics - Pure,Mathematics,Colorado State University Pueblo,2017
671,Canadian History: Post-Confederation,Attribution,Humanities - History,,BCcampus,2016
672,Management Communication,Attribution-ShareAlike,Business - Management,Business - Management,The Marriott School at Brigham Young University,2017
673,Yet Another Introductory Number Theory Textbook (Cryptology Emphasis Version),Attribution-ShareAlike,Mathematics - Applied,Computer Science - Cryptography,Jonathan Poritz,2014
674,APEX PreCalculus,Attribution-NonCommercial,Mathematics - Pure,Mathematics - Calculus,APEX Calculus,2017
675,Fundamentals of Matrix Algebra,Attribution-NonCommercial,Mathematics - Pure,Mathematics - Algebra,APEX Calculus,2011
676,An Introduction to Matlab and Mathcad,Attribution-NonCommercial,Computer Science,,APEX Calculus,2011
677,Making Games with Python & Pygame,Attribution-NonCommercial-ShareAlike,Computer Science,,Albert Sweigart,2012
678,Web Accessibility for Developers,Attribution,Computer Science,,Ryerson University,2019
679,Digital Accessibility as a Business Practice,Attribution-ShareAlike,Business - Management,Business - Management,Ryerson University,2018
680,Professional Web Accessibility Auditing Made Easy,Attribution-ShareAlike,Computer Science,,Ryerson University,2018
681,"Write Here, Right Now: An Interactive Introduction to Academic Writing and Research",Attribution,Education - Higher Education,Education - Higher Education,Ryerson University,2018
682,No Limits,Attribution,Student Success,,Mavs Open Press,2018
683,Agent-Based Evolutionary Game Dynamics,Attribution,Computer Science,,University of Wisconsin - Madison,2019
685,Principles of Microeconomics: Scarcity and Social Provisioning,Attribution,Social Sciences - Economics,,Open Oregon Educational Resources,2016
686,Digital Foundations: Introduction to Media Design with the Adobe Creative Cloud - Revised Edition,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Open Oregon Educational Resources,2017
687,Environmental Biology,Attribution,Natural Sciences - Biology,,Open Oregon Educational Resources,2018
688,Introduction to the American Criminal Justice System,Attribution-ShareAlike,Law - Criminal Law,Law - Criminal Law,Open Oregon Educational Resources,2019
689,"The Delft Sand, Clay & Rock Cutting Model",Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,,TU Delft Open,2019
690,"Slurry Transport: Fundamentals, A Historical Overview & The Delft Head Loss & Limit Deposit Velocity Framework - 2nd Edition",Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,,TU Delft Open,2019
691,Phylogenetic Comparative Methods,Attribution,Natural Sciences - Biology,,Luke J. Harmon,2019
692,Learning to Learn Online,Attribution-ShareAlike,Education - Distance Education,Education - Distance Education,Kwantlen Polytechnic University,2018
693,Principles of Management,Attribution,Business - Management,Business - Management,OpenStax,2019
694,Principles of Accounting Volume 1 Financial Accounting,Attribution-NonCommercial-ShareAlike,Business - Accounting,Business - Accounting,OpenStax,2019
695,Principles of Accounting Volume 2 Managerial Accounting,Attribution-NonCommercial-ShareAlike,Business,Business - Accounting,OpenStax,2019
696,Oregon Writes Open Writing Text,Attribution,Education - Higher Education,Education - Higher Education,Open Oregon Educational Resources,2018
697,Building Information - Representation and Management: Fundamentals and Principles,Attribution-NonCommercial-ShareAlike,Engineering - Civil Engineering,Engineering - Civil Engineering,TU Delft Open,2019
698,Western Civilization: A Concise History Volume 1,Attribution-NonCommercial-ShareAlike,Humanities - History,,Portland Community College,2019
699,Western Civilization: A Concise History Volume 2,Attribution-NonCommercial-ShareAlike,Humanities - History,,Portland Community College,2019
700,Western Civilization: A Concise History Volume 3,Attribution-NonCommercial-ShareAlike,Humanities - History,,Portland Community College,2019
703,Relativity Lite: A Pictorial Translation of Einstein’s Theories of Motion and Gravity,Attribution-NonCommercial,Natural Sciences - Physics,Natural Sciences,Portland State University Library,2020
708,Electromagnetics Vol 2,Attribution-ShareAlike,Engineering - Electrical Engineering,Natural Sciences - Physics,Virginia Tech Publishing,2020
709,An Introduction to Psychological Statistics,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,University of Missouri - St. Louis,2018
710,First Semester in Numerical Analysis with Julia,Attribution-NonCommercial-ShareAlike,Mathematics - Applied,Mathematics - Analysis,Florida State University,2019
711,An Introduction to Nutrition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,,Independent,2012
712,How to Make Notes and Write,Attribution-NonCommercial-ShareAlike,Student Success,"Humanities - Literature, Rhetoric, and Poetry",Minnesota Libraries Publishing Project,2022
713,Introduction to Biosystems Engineering,Attribution,Engineering,Natural Sciences,American Society of Agricultural and Biological Engineers (ASABE) / Virginia Tech Publishing,2021
715,Thermodynamics and Chemistry - Second Edition,Attribution,Natural Sciences - Chemistry,,Howard DeVoe,2019
716,Becoming America: An Exploration of American Literature from Precolonial to Post-Revolution,Attribution-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,University of North Georgia Press,2018
717,Brehe’s Grammar Anatomy,Attribution-ShareAlike,Humanities - Languages,,University of North Georgia Press,2018
718,Trauma-Informed School Practices: Building Expertise To Transform Schools,Attribution-NonCommercial-ShareAlike,Education,Social Sciences - Psychology,George Fox University Library,2019
721,Technical and Professional Writing Genres: A Study in Theory and Practice,Attribution-NonCommercial-ShareAlike,Business,"Journalism, Media Studies & Communications - Technical Writing",Oklahoma State University,2019
722,Rain or Shine,Attribution,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,Oklahoma State University,2019
723,Foundations of Educational Technology,Attribution-NonCommercial,Education - Distance Education,Education - Higher Education,Oklahoma State University,2017
724,Creating Online Learning Experiences,Attribution-NonCommercial,Education - Distance Education,Education - Distance Education,Mavs Open Press,2018
725,Let's Get Writing!,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry",,Virginia Western Community College,2018
726,The Essence of Mathematics Through Elementary Problems,Attribution,Mathematics - Pure,,Open Book Publishers,2019
727,Teaching Mathematics at Secondary Level,Attribution,Mathematics - Pure,,Open Book Publishers,2016
728,Metaethics from a First Person Standpoint: An Introduction to Moral Philosophy,Attribution,Humanities - Philosophy,,Open Book Publishers,2016
729,Speaking of Culture,Attribution-NonCommercial,Social Sciences - Sociology,,Rebus Community,2017
730,Mythology Unbound: An Online Textbook for Classical Mythology,Attribution-NonCommercial-ShareAlike,Humanities - History,,Rebus Community,2017
731,Writing for Electronic Media,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Rebus Community,2017
732,Introduction to Oceanography,Attribution,Natural Sciences - Earth Sciences,,Rebus Community,2019
733,x86-64 Assembly Language Programming with Ubuntu,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Ed Jorgensen,2019
734,MIPS Assembly Language Programming using QtSpim,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Ed Jorgensen,2017
735,Introduction to Programming using Fortran 95/2003/2008,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Ed Jorgensen,2018
736,"Unfolding the Mystery of Life, Biology Lab Manual for Non-Science Majors",Attribution,Natural Sciences - Biology,,"Ellen Genovesi, Laura Blinderman and Patrick Natale",2019
737,Answering questions with data: Introductory Statistics for Psychology Students,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Statistics,Crump Lab,2018
738,Introduction to Community Psychology,Attribution,Social Sciences - Psychology,,Rebus Community,2019
739,Principles of Political Economy - Third Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Economics,Social Sciences - Political Science,Valparaiso University,2019
740,Wellbeing in Educational Contexts,Attribution-NonCommercial,Social Sciences - Psychology,Education,University of Southern Queensland,2019
741,Tea Time Numerical Analysis,Attribution-ShareAlike,Mathematics - Pure,,Leon Q. Brin,2016
742,Mathematical Analysis I,Attribution,Mathematics - Pure,,The Trillia Group,2004
743,Geometry with an Introduction to Cosmic Topology,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Geometry and Trigonometry,Michael P. Hitchman,2018
744,Undergraduate Diagnostic Imaging Fundamentals,Attribution-NonCommercial-ShareAlike,Medicine,Natural Sciences,University of Saskatchewan,2017
745,Logical Reasoning,Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,Bradley H. Dowden,2017
746,Statistical Thinking for the 21st Century,Attribution-NonCommercial,Social Sciences - Psychology,Mathematics - Applied,Russell Poldrack,2018
747,Introduction to Financial Mathematics Concepts and Computational Methods,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,,Florida State University,2019
748,Dredging Engineering: Special Topics,Attribution-NonCommercial-ShareAlike,Engineering,Natural Sciences - Earth Sciences,TU Delft Open,2019
750,Child Growth and Development,Attribution,Social Sciences - Psychology,Social Sciences - Psychology,College of the Canyons,2018
751,Quantitative Ecology: A New Unified Approach,Attribution-NonCommercial,Natural Sciences - Biology,,University of Minnesota Libraries Publishing,2019
752,An Introduction to the Theory of Numbers,Attribution,Mathematics - Pure,,The Trillia Group,2011
753,Fundamentals of Microwave and RF Design,Attribution-NonCommercial,Engineering,,North Carolina State University Libraries,2019
754,Microwave and RF Design: Radio Systems,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,North Carolina State University Libraries,2019
755,Microwave and RF Design: Transmission Lines,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,North Carolina State University Libraries,2019
756,Microwave and RF Design: Networks,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,North Carolina State University Libraries,2019
757,Microwave and RF Design: Modules,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,North Carolina State University Libraries,2019
758,Microwave and RF Design: Amplifiers and Oscillators,Attribution-NonCommercial,Engineering - Electrical Engineering,Engineering - Electrical Engineering,North Carolina State University Libraries,2019
759,Trademark Law: An Open-Source Casebook - 7.0,Attribution-NonCommercial-ShareAlike,Law - Property Law,Law - Property Law,New York University,2019
760,History of International Relations,Attribution,Humanities - History,,Open Book Publishers,2019
761,Organizational Behavior,Attribution,Business - Management,Business,OpenStax,2019
762,Interpreting Love Narratives in East Asian Literature and Film,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry",,"University of California, Berkeley",2019
