"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"1963","CC BY-ND 4.0","France","292000"
"1964","CC BY-ND 4.0","France, Metropolitan","0"
"1965","CC BY-ND 4.0","French Guiana","1"
"1966","CC BY-ND 4.0","French Polynesia","4"
"1967","CC BY-ND 4.0","French Southern Territories","1"
"1968","CC BY-ND 4.0","Gabon","0"
"1969","CC BY-ND 4.0","Gambia","18"
"1970","CC BY-ND 4.0","Georgia","818"
"1971","CC BY-ND 4.0","Germany","10600000"
"1972","CC BY-ND 4.0","Ghana","4620"
"1973","CC BY-ND 4.0","Gibraltar","3"
"1974","CC BY-ND 4.0","Greece","18200"
"1975","CC BY-ND 4.0","Greenland","10"
"1976","CC BY-ND 4.0","Grenada","5"
"1977","CC BY-ND 4.0","Guadeloupe","0"
"1978","CC BY-ND 4.0","Guam","0"
"1979","CC BY-ND 4.0","Guatemala","401"
"1980","CC BY-ND 4.0","Guinea","2"
"1981","CC BY-ND 4.0","Guinea-Bissau","5"
"1982","CC BY-ND 4.0","Guyana","10"
"1983","CC BY-ND 4.0","Haiti","9"
"1984","CC BY-ND 4.0","Heard Island and Mcdonald Islands","2"
"1985","CC BY-ND 4.0","Holy See (Vatican City State)","8"
"1986","CC BY-ND 4.0","Honduras","103"
"1987","CC BY-ND 4.0","Hong Kong","43700"
"1988","CC BY-ND 4.0","Hungary","17800"
"1989","CC BY-ND 4.0","Iceland","6340"
"1990","CC BY-ND 4.0","India","146000"
"1991","CC BY-ND 4.0","Indonesia","306000"
"1992","CC BY-ND 4.0","Iran, Islamic Republic of","65400"
"1993","CC BY-ND 4.0","Iraq","27500"
"1994","CC BY-ND 4.0","Ireland","128000"
"1995","CC BY-ND 4.0","Israel","2840"
"1996","CC BY-ND 4.0","Italy","199000"
"1997","CC BY-ND 4.0","Jamaica","92"
"1998","CC BY-ND 4.0","Japan","126000"
"1999","CC BY-ND 4.0","Jordan","896"
"2000","CC BY-ND 4.0","Kazakhstan","2590"
"2001","CC BY-ND 4.0","Kenya","5830"
"2002","CC BY-ND 4.0","Kiribati","1"
"2003","CC BY-ND 4.0","Korea, Democratic People's Republic of","0"
"2004","CC BY-ND 4.0","Korea, Republic of","139000"
"2005","CC BY-ND 4.0","Kuwait","69"
"2006","CC BY-ND 4.0","Kyrgyzstan","122"
"2007","CC BY-ND 4.0","Lao People's Democratic Republic","7"
"2008","CC BY-ND 4.0","Latvia","2930"
"2009","CC BY-ND 4.0","Lebanon","1860"
"2010","CC BY-ND 4.0","Lesotho","110"
"2011","CC BY-ND 4.0","Liberia","3"
"2012","CC BY-ND 4.0","Libyan Arab Jamahiriya","10200"
"2013","CC BY-ND 4.0","Liechtenstein","51"
"2014","CC BY-ND 4.0","Lithuania","33300"
"2015","CC BY-ND 4.0","Luxembourg","11000"
"2016","CC BY-ND 4.0","Macao","61"
"2017","CC BY-ND 4.0","Macedonia, the Former Yugosalv Republic of","1910"
"2018","CC BY-ND 4.0","Madagascar","1450"
"2019","CC BY-ND 4.0","Malawi","347"
"2020","CC BY-ND 4.0","Malaysia","18600"
"2021","CC BY-ND 4.0","Maldives","93"
"2022","CC BY-ND 4.0","Mali","6"
"2023","CC BY-ND 4.0","Malta","1680"
"2024","CC BY-ND 4.0","Marshall Islands","0"
"2025","CC BY-ND 4.0","Martinique","2"
"2026","CC BY-ND 4.0","Mauritania","426"
"2027","CC BY-ND 4.0","Mauritius","42"
"2028","CC BY-ND 4.0","Mayotte","0"
"2029","CC BY-ND 4.0","Mexico","47400"
"2030","CC BY-ND 4.0","Micronesia, Federated States of","6"
"2031","CC BY-ND 4.0","Moldova, Republic of","1280"
"2032","CC BY-ND 4.0","Monaco","8"
"2033","CC BY-ND 4.0","Mongolia","94"
"2034","CC BY-ND 4.0","Montserrat","0"
"2035","CC BY-ND 4.0","Morocco","787"
"2036","CC BY-ND 4.0","Mozambique","126"
"2037","CC BY-ND 4.0","Myanmar","1350"
"2038","CC BY-ND 4.0","Namibia","431"
"2039","CC BY-ND 4.0","Nauru","1"
"2040","CC BY-ND 4.0","Nepal","4050"
"2041","CC BY-ND 4.0","Netherlands","152000"
"2042","CC BY-ND 4.0","Netherlands Antilles","0"
"2043","CC BY-ND 4.0","New Caledonia","19"
"2044","CC BY-ND 4.0","New Zealand","30100"
"2045","CC BY-ND 4.0","Nicaragua","4150"
"2046","CC BY-ND 4.0","Niger","7"
"2047","CC BY-ND 4.0","Nigeria","17000"
"2048","CC BY-ND 4.0","Niue","1"
"2049","CC BY-ND 4.0","Norfolk Island","3"
"2050","CC BY-ND 4.0","Northern Mariana Islands","2"
"2051","CC BY-ND 4.0","Norway","21800"
"2052","CC BY-ND 4.0","Oman","1670"
"2053","CC BY-ND 4.0","Pakistan","14000"
"2054","CC BY-ND 4.0","Palau","4"
"2055","CC BY-ND 4.0","Palestinian Territory","351"
"2056","CC BY-ND 4.0","Panama","1470"
"2057","CC BY-ND 4.0","Papua New Guinea","29"
"2058","CC BY-ND 4.0","Paraguay","749"
"2059","CC BY-ND 4.0","Peru","35500"
"2060","CC BY-ND 4.0","Philippines","8990"
"2061","CC BY-ND 4.0","Pitcairn","0"
"2062","CC BY-ND 4.0","Poland","175000"
"2063","CC BY-ND 4.0","Portugal","30400"
"2064","CC BY-ND 4.0","Puerto Rico","289"
"2065","CC BY-ND 4.0","Qatar","8110"
"2066","CC BY-ND 4.0","Reunion","5"
"2067","CC BY-ND 4.0","Romania","12900"
"2068","CC BY-ND 4.0","Russian Federation","115000"
"2069","CC BY-ND 4.0","Rwanda","2690"
"2070","CC BY-ND 4.0","Saint Helena","39"
"2071","CC BY-ND 4.0","Saint Kitts and Nevis","2"
"2072","CC BY-ND 4.0","Saint Lucia","5"
"2073","CC BY-ND 4.0","Saint Pierre and Miquelon","3"
"2074","CC BY-ND 4.0","Saint Vincent and the Grenadines","5"
"2075","CC BY-ND 4.0","Samoa","10"
"2076","CC BY-ND 4.0","San Marino","33"
"2077","CC BY-ND 4.0","Sao Tome and Principe","32"
"2078","CC BY-ND 4.0","Saudi Arabia","7930"
"2079","CC BY-ND 4.0","Senegal","56"
"2080","CC BY-ND 4.0","Serbia and Montenegro","354000000"
"2081","CC BY-ND 4.0","Seychelles","4"
"2082","CC BY-ND 4.0","Sierra Leone","50"
"2083","CC BY-ND 4.0","Singapore","62900"
"2084","CC BY-ND 4.0","Slovakia","3590"
"2085","CC BY-ND 4.0","Slovenia","87800"
"2086","CC BY-ND 4.0","Solomon Islands","4"
"2087","CC BY-ND 4.0","Somalia","2710"
"2088","CC BY-ND 4.0","South Africa","87200"
"2089","CC BY-ND 4.0","South Georgia and the South Sandwich Islands","1"
"2090","CC BY-ND 4.0","Spain","185000"
"2091","CC BY-ND 4.0","Sri Lanka","1640"
"2092","CC BY-ND 4.0","Sudan","52"
"2093","CC BY-ND 4.0","Suriname","6"
"2094","CC BY-ND 4.0","Svalbard and Jan Mayen","0"
"2095","CC BY-ND 4.0","Swaziland","6"
"2096","CC BY-ND 4.0","Sweden","71300"
"2097","CC BY-ND 4.0","Switzerland","220000"
"2098","CC BY-ND 4.0","Syrian Arab Republic","443"
"2099","CC BY-ND 4.0","Taiwan, Province of China","5420"
"2100","CC BY-ND 4.0","Tajikistan","301"
"2101","CC BY-ND 4.0","Tanzania, United Republic of","1360"
"2102","CC BY-ND 4.0","Thailand","9730"
"2103","CC BY-ND 4.0","Togo","26"
"2104","CC BY-ND 4.0","Tokelau","0"
"2105","CC BY-ND 4.0","Tonga","83"
"2106","CC BY-ND 4.0","Trinidad and Tobago","102"
"2107","CC BY-ND 4.0","Tunisia","721"
"2108","CC BY-ND 4.0","Turkey","90400"
"2109","CC BY-ND 4.0","Turkmenistan","7"
"2110","CC BY-ND 4.0","Turks and Caicos Islands","3"
"2111","CC BY-ND 4.0","Tuvalu","1"
"2112","CC BY-ND 4.0","Uganda","7350"
"2113","CC BY-ND 4.0","Ukraine","42400"
"2114","CC BY-ND 4.0","United Arab Emirates","2940"
"2115","CC BY-ND 4.0","United Kingdom","4070000"
"2116","CC BY-ND 4.0","United States","341000000"
"2117","CC BY-ND 4.0","United States Minor Outlying Islands","0"
"2118","CC BY-ND 4.0","Uruguay","3280"
"2119","CC BY-ND 4.0","Uzbekistan","6240"
"2120","CC BY-ND 4.0","Vanuatu","5"
"2121","CC BY-ND 4.0","Venezuela","4860"
"2122","CC BY-ND 4.0","Vietnam","14300"
"2123","CC BY-ND 4.0","Virgin Islands, British","722"
"2124","CC BY-ND 4.0","Virgin Islands, U.S.","1480"
"2125","CC BY-ND 4.0","Wallis and Futuna","3"
"2126","CC BY-ND 4.0","Western Sahara","0"
"2127","CC BY-ND 4.0","Yemen","1090"
"2128","CC BY-ND 4.0","Yugoslavia","0"
"2129","CC BY-ND 4.0","Zambia","3640"
"2130","CC BY-ND 4.0","Zimbabwe","725"
"2131","CC BY-SA 4.0","Afghanistan","112"
"2132","CC BY-SA 4.0","Albania","65"
"2133","CC BY-SA 4.0","Algeria","1350"
"2134","CC BY-SA 4.0","American Samoa","3"
"2135","CC BY-SA 4.0","Andorra","4"
"2136","CC BY-SA 4.0","Angola","35"
"2137","CC BY-SA 4.0","Anguilla","0"
"2138","CC BY-SA 4.0","Antarctica","2"
"2139","CC BY-SA 4.0","Antigua and Barbuda","2"
"2140","CC BY-SA 4.0","Argentina","37100"
"2141","CC BY-SA 4.0","Armenia","2900"
"2142","CC BY-SA 4.0","Aruba","311"
"2143","CC BY-SA 4.0","Australia","64300"
"2144","CC BY-SA 4.0","Austria","15100"
"2145","CC BY-SA 4.0","Azerbaijan","235"
"2146","CC BY-SA 4.0","Bahamas","1"
"2147","CC BY-SA 4.0","Bahrain","16"
"2148","CC BY-SA 4.0","Bangladesh","376"
"2149","CC BY-SA 4.0","Barbados","3"
"2150","CC BY-SA 4.0","Belarus","142"
"2151","CC BY-SA 4.0","Belgium","22100"
"2152","CC BY-SA 4.0","Belize","2"
"2153","CC BY-SA 4.0","Benin","159"
"2154","CC BY-SA 4.0","Bermuda","2"
"2155","CC BY-SA 4.0","Bhutan","9"
"2156","CC BY-SA 4.0","Bolivia","815"
"2157","CC BY-SA 4.0","Bosnia and Herzegovina","616"
"2158","CC BY-SA 4.0","Botswana","40"
"2159","CC BY-SA 4.0","Bouvet Island","0"
"2160","CC BY-SA 4.0","Brazil","97200"
"2161","CC BY-SA 4.0","British Indian Ocean Territory","0"
"2162","CC BY-SA 4.0","Brunei Darussalam","8"
"2163","CC BY-SA 4.0","Bulgaria","3590"
"2164","CC BY-SA 4.0","Burkina Faso","43"
"2165","CC BY-SA 4.0","Burundi","6"
"2166","CC BY-SA 4.0","Cambodia","32"
"2167","CC BY-SA 4.0","Cameroon","38"
"2168","CC BY-SA 4.0","Canada","58700"
"2169","CC BY-SA 4.0","Cape Verde","4"
"2170","CC BY-SA 4.0","Cayman Islands","1"
"2171","CC BY-SA 4.0","Central African Republic","0"
"2172","CC BY-SA 4.0","Chad","1"
"2173","CC BY-SA 4.0","Chile","5240"
"2174","CC BY-SA 4.0","China","20600"
"2175","CC BY-SA 4.0","Christmas Island","3"
"2176","CC BY-SA 4.0","Cocos (Keeling) Islands","0"
"2177","CC BY-SA 4.0","Colombia","21500"
"2178","CC BY-SA 4.0","Comoros","0"
"2179","CC BY-SA 4.0","Congo","28"
"2180","CC BY-SA 4.0","Congo, the Democratic Republic of the","13"
"2181","CC BY-SA 4.0","Cook Islands","33"
"2182","CC BY-SA 4.0","Costa Rica","5340"
"2183","CC BY-SA 4.0","Cote D'ivoire","6"
"2184","CC BY-SA 4.0","Croatia (Hrvatska)","8810"
"2185","CC BY-SA 4.0","Cuba","3610"
"2186","CC BY-SA 4.0","Cyprus","345"
"2187","CC BY-SA 4.0","Czech Republic","14400"
"2188","CC BY-SA 4.0","Denmark","13300"
"2189","CC BY-SA 4.0","Djibouti","2"
"2190","CC BY-SA 4.0","Dominica","0"
"2191","CC BY-SA 4.0","Dominican Republic","69"
"2192","CC BY-SA 4.0","East Timor","0"
"2193","CC BY-SA 4.0","Ecuador","18900"
"2194","CC BY-SA 4.0","Egypt","3330"
"2195","CC BY-SA 4.0","El Salvador","139"
"2196","CC BY-SA 4.0","Equatorial Guinea","0"
"2197","CC BY-SA 4.0","Eritrea","1"
"2198","CC BY-SA 4.0","Estonia","612"
"2199","CC BY-SA 4.0","Ethiopia","514"
"2200","CC BY-SA 4.0","European Union","0"
"2201","CC BY-SA 4.0","Falkland Islands (Malvinas)","7"
"2202","CC BY-SA 4.0","Faroe Islands","67"
"2203","CC BY-SA 4.0","Fiji","82"
"2204","CC BY-SA 4.0","Finland","28200"
"2205","CC BY-SA 4.0","France","145000"
"2206","CC BY-SA 4.0","France, Metropolitan","0"
"2207","CC BY-SA 4.0","French Guiana","1"
"2208","CC BY-SA 4.0","French Polynesia","3"
"2209","CC BY-SA 4.0","French Southern Territories","1"
"2210","CC BY-SA 4.0","Gabon","0"
"2211","CC BY-SA 4.0","Gambia","6"
"2212","CC BY-SA 4.0","Georgia","444"
"2213","CC BY-SA 4.0","Germany","690000"
"2214","CC BY-SA 4.0","Ghana","1720"
"2215","CC BY-SA 4.0","Gibraltar","3"
"2216","CC BY-SA 4.0","Greece","8570"
"2217","CC BY-SA 4.0","Greenland","8"
"2218","CC BY-SA 4.0","Grenada","2"
"2219","CC BY-SA 4.0","Guadeloupe","0"
"2220","CC BY-SA 4.0","Guam","0"
"2221","CC BY-SA 4.0","Guatemala","188"
"2222","CC BY-SA 4.0","Guinea","1"
"2223","CC BY-SA 4.0","Guinea-Bissau","0"
"2224","CC BY-SA 4.0","Guyana","7"
"2225","CC BY-SA 4.0","Haiti","38"
"2226","CC BY-SA 4.0","Heard Island and Mcdonald Islands","0"
"2227","CC BY-SA 4.0","Holy See (Vatican City State)","3"
"2228","CC BY-SA 4.0","Honduras","47"
"2229","CC BY-SA 4.0","Hong Kong","9040"
"2230","CC BY-SA 4.0","Hungary","6560"
"2231","CC BY-SA 4.0","Iceland","938"
"2232","CC BY-SA 4.0","India","29400"
"2233","CC BY-SA 4.0","Indonesia","102000"
"2234","CC BY-SA 4.0","Iran, Islamic Republic of","19800"
"2235","CC BY-SA 4.0","Iraq","6060"
"2236","CC BY-SA 4.0","Ireland","32100"
"2237","CC BY-SA 4.0","Israel","619"
"2238","CC BY-SA 4.0","Italy","66800"
"2239","CC BY-SA 4.0","Jamaica","8"
"2240","CC BY-SA 4.0","Japan","30000"
"2241","CC BY-SA 4.0","Jordan","188"
"2242","CC BY-SA 4.0","Kazakhstan","476"
"2243","CC BY-SA 4.0","Kenya","1820"
"2244","CC BY-SA 4.0","Kiribati","0"
"2245","CC BY-SA 4.0","Korea, Democratic People's Republic of","0"
"2246","CC BY-SA 4.0","Korea, Republic of","41600"
"2247","CC BY-SA 4.0","Kuwait","14"
"2248","CC BY-SA 4.0","Kyrgyzstan","44"
"2249","CC BY-SA 4.0","Lao People's Democratic Republic","1"
"2250","CC BY-SA 4.0","Latvia","620"
"2251","CC BY-SA 4.0","Lebanon","766"
"2252","CC BY-SA 4.0","Lesotho","33"
"2253","CC BY-SA 4.0","Liberia","1"
"2254","CC BY-SA 4.0","Libyan Arab Jamahiriya","972"
"2255","CC BY-SA 4.0","Liechtenstein","17"
"2256","CC BY-SA 4.0","Lithuania","15000"
"2257","CC BY-SA 4.0","Luxembourg","3030"
"2258","CC BY-SA 4.0","Macao","15"
"2259","CC BY-SA 4.0","Macedonia, the Former Yugosalv Republic of","1210"
"2260","CC BY-SA 4.0","Madagascar","1490"
"2261","CC BY-SA 4.0","Malawi","61"
"2262","CC BY-SA 4.0","Malaysia","6080"
"2263","CC BY-SA 4.0","Maldives","19"
"2264","CC BY-SA 4.0","Mali","4"
"2265","CC BY-SA 4.0","Malta","368"
"2266","CC BY-SA 4.0","Marshall Islands","0"
"2267","CC BY-SA 4.0","Martinique","1"
"2268","CC BY-SA 4.0","Mauritania","5"
"2269","CC BY-SA 4.0","Mauritius","23"
"2270","CC BY-SA 4.0","Mayotte","0"
"2271","CC BY-SA 4.0","Mexico","15800"
"2272","CC BY-SA 4.0","Micronesia, Federated States of","2"
"2273","CC BY-SA 4.0","Moldova, Republic of","441"
"2274","CC BY-SA 4.0","Monaco","4"
"2275","CC BY-SA 4.0","Mongolia","20"
"2276","CC BY-SA 4.0","Montserrat","0"
"2277","CC BY-SA 4.0","Morocco","182"
"2278","CC BY-SA 4.0","Mozambique","53"
"2279","CC BY-SA 4.0","Myanmar","274"
"2280","CC BY-SA 4.0","Namibia","104"
"2281","CC BY-SA 4.0","Nauru","1"
"2282","CC BY-SA 4.0","Nepal","491"
"2283","CC BY-SA 4.0","Netherlands","52700"
"2284","CC BY-SA 4.0","Netherlands Antilles","0"
"2285","CC BY-SA 4.0","New Caledonia","17"
"2286","CC BY-SA 4.0","New Zealand","4990"
"2287","CC BY-SA 4.0","Nicaragua","7650"
"2288","CC BY-SA 4.0","Niger","2"
"2289","CC BY-SA 4.0","Nigeria","5620"
"2290","CC BY-SA 4.0","Niue","1"
"2291","CC BY-SA 4.0","Norfolk Island","2"
"2292","CC BY-SA 4.0","Northern Mariana Islands","1"
"2293","CC BY-SA 4.0","Norway","3520"
"2294","CC BY-SA 4.0","Oman","327"
"2295","CC BY-SA 4.0","Pakistan","4030"
"2296","CC BY-SA 4.0","Palau","0"
"2297","CC BY-SA 4.0","Palestinian Territory","109"
"2298","CC BY-SA 4.0","Panama","1530"
"2299","CC BY-SA 4.0","Papua New Guinea","15"
"2300","CC BY-SA 4.0","Paraguay","146"
"2301","CC BY-SA 4.0","Peru","16800"
"2302","CC BY-SA 4.0","Philippines","3530"
"2303","CC BY-SA 4.0","Pitcairn","0"
"2304","CC BY-SA 4.0","Poland","120000"
"2305","CC BY-SA 4.0","Portugal","12500"
"2306","CC BY-SA 4.0","Puerto Rico","69"
"2307","CC BY-SA 4.0","Qatar","1700"
"2308","CC BY-SA 4.0","Reunion","10"
"2309","CC BY-SA 4.0","Romania","4530"
"2310","CC BY-SA 4.0","Russian Federation","45400"
"2311","CC BY-SA 4.0","Rwanda","2040"
"2312","CC BY-SA 4.0","Saint Helena","9"
"2313","CC BY-SA 4.0","Saint Kitts and Nevis","2"
"2314","CC BY-SA 4.0","Saint Lucia","5"
"2315","CC BY-SA 4.0","Saint Pierre and Miquelon","11"
"2316","CC BY-SA 4.0","Saint Vincent and the Grenadines","3"
"2317","CC BY-SA 4.0","Samoa","6"
"2318","CC BY-SA 4.0","San Marino","10"
"2319","CC BY-SA 4.0","Sao Tome and Principe","6"
"2320","CC BY-SA 4.0","Saudi Arabia","6530"
"2321","CC BY-SA 4.0","Senegal","26"
"2322","CC BY-SA 4.0","Serbia and Montenegro","178000000"
"2323","CC BY-SA 4.0","Seychelles","2"
"2324","CC BY-SA 4.0","Sierra Leone","23"
"2325","CC BY-SA 4.0","Singapore","14800"
"2326","CC BY-SA 4.0","Slovakia","2240"
"2327","CC BY-SA 4.0","Slovenia","10400"
"2328","CC BY-SA 4.0","Solomon Islands","1"
"2329","CC BY-SA 4.0","Somalia","1570"
"2330","CC BY-SA 4.0","South Africa","41300"
"2331","CC BY-SA 4.0","South Georgia and the South Sandwich Islands","0"
"2332","CC BY-SA 4.0","Spain","72200"
"2333","CC BY-SA 4.0","Sri Lanka","520"
"2334","CC BY-SA 4.0","Sudan","8"
"2335","CC BY-SA 4.0","Suriname","6"
"2336","CC BY-SA 4.0","Svalbard and Jan Mayen","0"
"2337","CC BY-SA 4.0","Swaziland","6"
"2338","CC BY-SA 4.0","Sweden","22000"
"2339","CC BY-SA 4.0","Switzerland","58100"
"2340","CC BY-SA 4.0","Syrian Arab Republic","128"
"2341","CC BY-SA 4.0","Taiwan, Province of China","1600"
"2342","CC BY-SA 4.0","Tajikistan","70"
"2343","CC BY-SA 4.0","Tanzania, United Republic of","361"
"2344","CC BY-SA 4.0","Thailand","1810"
"2345","CC BY-SA 4.0","Togo","3"
"2346","CC BY-SA 4.0","Tokelau","0"
"2347","CC BY-SA 4.0","Tonga","20"
"2348","CC BY-SA 4.0","Trinidad and Tobago","9"
"2349","CC BY-SA 4.0","Tunisia","69"
"2350","CC BY-SA 4.0","Turkey","22200"
"2351","CC BY-SA 4.0","Turkmenistan","2"
"2352","CC BY-SA 4.0","Turks and Caicos Islands","1"
"2353","CC BY-SA 4.0","Tuvalu","1"
"2354","CC BY-SA 4.0","Uganda","2020"
"2355","CC BY-SA 4.0","Ukraine","9310"
"2356","CC BY-SA 4.0","United Arab Emirates","656"
"2357","CC BY-SA 4.0","United Kingdom","217000"
"2358","CC BY-SA 4.0","United States","150000000"
"2359","CC BY-SA 4.0","United States Minor Outlying Islands","0"
"2360","CC BY-SA 4.0","Uruguay","945"
"2361","CC BY-SA 4.0","Uzbekistan","636"
"2362","CC BY-SA 4.0","Vanuatu","3"
"2363","CC BY-SA 4.0","Venezuela","3130"
"2364","CC BY-SA 4.0","Vietnam","3490"
"2365","CC BY-SA 4.0","Virgin Islands, British","169"
"2366","CC BY-SA 4.0","Virgin Islands, U.S.","783"
"2367","CC BY-SA 4.0","Wallis and Futuna","3"
"2368","CC BY-SA 4.0","Western Sahara","0"
"2369","CC BY-SA 4.0","Yemen","180"
"2370","CC BY-SA 4.0","Yugoslavia","0"
"2371","CC BY-SA 4.0","Zambia","74"
"2372","CC BY-SA 4.0","Zimbabwe","109"
"2373","PDM 1.0","Afghanistan","1"
"2374","PDM 1.0","Albania","1"
"2375","PDM 1.0","Algeria","3"
"2376","PDM 1.0","American Samoa","0"
"2377","PDM 1.0","Andorra","0"
"2378","PDM 1.0","Angola","0"
"2379","PDM 1.0","Anguilla","0"
"2380","PDM 1.0","Antarctica","0"
"2381","PDM 1.0","Antigua and Barbuda","0"
"2382","PDM 1.0","Argentina","34"
"2383","PDM 1.0","Armenia","9"
"2384","PDM 1.0","Aruba","1230"
"2385","PDM 1.0","Australia","1690"
"2386","PDM 1.0","Austria","1260"
"2387","PDM 1.0","Azerbaijan","1"
"2388","PDM 1.0","Bahamas","0"
"2389","PDM 1.0","Bahrain","0"
"2390","PDM 1.0","Bangladesh","5"
"2391","PDM 1.0","Barbados","0"
"2392","PDM 1.0","Belarus","6"
"2393","PDM 1.0","Belgium","679"
"2394","PDM 1.0","Belize","0"
"2395","PDM 1.0","Benin","7"
"2396","PDM 1.0","Bermuda","0"
"2397","PDM 1.0","Bhutan","2"
"2398","PDM 1.0","Bolivia","2"
"2399","PDM 1.0","Bosnia and Herzegovina","8"
"2400","PDM 1.0","Botswana","0"
"2401","PDM 1.0","Bouvet Island","0"
"2402","PDM 1.0","Brazil","332"
"2403","PDM 1.0","British Indian Ocean Territory","0"
"2404","PDM 1.0","Brunei Darussalam","4"
"2405","PDM 1.0","Bulgaria","14"
"2406","PDM 1.0","Burkina Faso","0"
"2407","PDM 1.0","Burundi","0"
"2408","PDM 1.0","Cambodia","1"
"2409","PDM 1.0","Cameroon","0"
"2410","PDM 1.0","Canada","1300"
"2411","PDM 1.0","Cape Verde","0"
"2412","PDM 1.0","Cayman Islands","0"
"2413","PDM 1.0","Central African Republic","0"
"2414","PDM 1.0","Chad","0"
"2415","PDM 1.0","Chile","56"
"2416","PDM 1.0","China","6410"
"2417","PDM 1.0","Christmas Island","1"
"2418","PDM 1.0","Cocos (Keeling) Islands","0"
"2419","PDM 1.0","Colombia","27"
"2420","PDM 1.0","Comoros","0"
"2421","PDM 1.0","Congo","0"
"2422","PDM 1.0","Congo, the Democratic Republic of the","0"
"2423","PDM 1.0","Cook Islands","6"
"2424","PDM 1.0","Costa Rica","6"
"2425","PDM 1.0","Cote D'ivoire","0"
"2426","PDM 1.0","Croatia (Hrvatska)","39"
"2427","PDM 1.0","Cuba","2"
"2428","PDM 1.0","Cyprus","6"
"2429","PDM 1.0","Czech Republic","11500"
"2430","PDM 1.0","Denmark","263"
"2431","PDM 1.0","Djibouti","0"
"2432","PDM 1.0","Dominica","0"
"2433","PDM 1.0","Dominican Republic","0"
"2434","PDM 1.0","East Timor","0"
"2435","PDM 1.0","Ecuador","12"
"2436","PDM 1.0","Egypt","3"
"2437","PDM 1.0","El Salvador","5"
"2438","PDM 1.0","Equatorial Guinea","0"
"2439","PDM 1.0","Eritrea","0"
"2440","PDM 1.0","Estonia","60"
"2441","PDM 1.0","Ethiopia","58"
"2442","PDM 1.0","European Union","0"
"2443","PDM 1.0","Falkland Islands (Malvinas)","0"
"2444","PDM 1.0","Faroe Islands","1"
"2445","PDM 1.0","Fiji","5"
"2446","PDM 1.0","Finland","786"
"2447","PDM 1.0","France","3320"
"2448","PDM 1.0","France, Metropolitan","0"
"2449","PDM 1.0","French Guiana","0"
"2450","PDM 1.0","French Polynesia","0"
"2451","PDM 1.0","French Southern Territories","0"
"2452","PDM 1.0","Gabon","0"
"2453","PDM 1.0","Gambia","0"
"2454","PDM 1.0","Georgia","1"
"2455","PDM 1.0","Germany","22400"
"2456","PDM 1.0","Ghana","9"
"2457","PDM 1.0","Gibraltar","1"
"2458","PDM 1.0","Greece","58"
"2459","PDM 1.0","Greenland","0"
"2460","PDM 1.0","Grenada","0"
"2461","PDM 1.0","Guadeloupe","0"
"2462","PDM 1.0","Guam","0"
"2463","PDM 1.0","Guatemala","1"
"2464","PDM 1.0","Guinea","0"
"2465","PDM 1.0","Guinea-Bissau","0"
"2466","PDM 1.0","Guyana","0"
"2467","PDM 1.0","Haiti","1"
"2468","PDM 1.0","Heard Island and Mcdonald Islands","0"
"2469","PDM 1.0","Holy See (Vatican City State)","0"
"2470","PDM 1.0","Honduras","1"
"2471","PDM 1.0","Hong Kong","104"
"2472","PDM 1.0","Hungary","75"
"2473","PDM 1.0","Iceland","20"
"2474","PDM 1.0","India","635"
"2475","PDM 1.0","Indonesia","97"
"2476","PDM 1.0","Iran, Islamic Republic of","18"
"2477","PDM 1.0","Iraq","2"
"2478","PDM 1.0","Ireland","755"
"2479","PDM 1.0","Israel","6"
"2480","PDM 1.0","Italy","1240"
"2481","PDM 1.0","Jamaica","1"
"2482","PDM 1.0","Japan","700"
"2483","PDM 1.0","Jordan","4"
"2484","PDM 1.0","Kazakhstan","2"
"2485","PDM 1.0","Kenya","8"
"2486","PDM 1.0","Kiribati","0"
"2487","PDM 1.0","Korea, Democratic People's Republic of","0"
"2488","PDM 1.0","Korea, Republic of","101"
"2489","PDM 1.0","Kuwait","0"
"2490","PDM 1.0","Kyrgyzstan","0"
"2491","PDM 1.0","Lao People's Democratic Republic","0"
"2492","PDM 1.0","Latvia","15"
"2493","PDM 1.0","Lebanon","5"
"2494","PDM 1.0","Lesotho","2"
"2495","PDM 1.0","Liberia","0"
"2496","PDM 1.0","Libyan Arab Jamahiriya","6"
"2497","PDM 1.0","Liechtenstein","0"
"2498","PDM 1.0","Lithuania","61"
"2499","PDM 1.0","Luxembourg","3430"
"2500","PDM 1.0","Macao","1"
"2501","PDM 1.0","Macedonia, the Former Yugosalv Republic of","3"
"2502","PDM 1.0","Madagascar","6"
"2503","PDM 1.0","Malawi","5"
"2504","PDM 1.0","Malaysia","118"
"2505","PDM 1.0","Maldives","0"
"2506","PDM 1.0","Mali","0"
"2507","PDM 1.0","Malta","6"
"2508","PDM 1.0","Marshall Islands","0"
"2509","PDM 1.0","Martinique","0"
"2510","PDM 1.0","Mauritania","0"
"2511","PDM 1.0","Mauritius","0"
"2512","PDM 1.0","Mayotte","0"
"2513","PDM 1.0","Mexico","60"
"2514","PDM 1.0","Micronesia, Federated States of","0"
"2515","PDM 1.0","Moldova, Republic of","4"
"2516","PDM 1.0","Monaco","0"
"2517","PDM 1.0","Mongolia","2"
"2518","PDM 1.0","Montserrat","0"
"2519","PDM 1.0","Morocco","4"
"2520","PDM 1.0","Mozambique","3"
